,,,,,R-34a,R-27a,,,,,Q-34a,Q-27a,,,,,P-34a,P-27a,,,,,,,O-34a,O-27a,,,,,N-34a,N-27a,,,,,M-34a,M-27a,,,,,L-34a,L-27a,,,,,K-34a,K-27a,,,,,J-34a,J-27a,,,,,I-34a,I-27a,,,,,,,H-34a,H-27a,,,,,G-34a,G-27a,,,,,F-34a,F-27a,,,,,E-34a,E-27a,,,,,D-34a,D-27a,,,,,C-34a,C-27a,,,,,B-34a,B-27a,,,,,,,,AF-29,AF-24,,,AE-29,AE-24,,,AD-29,AD-24,,,AC-29,AC-24,,,AB-29,AB-24,,,,
,,,,,R-34b,R-27b,,,,,Q-34b,Q-27b,,,,,P-34b,P-27b,,,,,,,O-34b,O-27b,,,,,N-34b,N-27b,,,,,M-34b,M-27b,,,,,L-34b,L-27b,,,,,K-34b,K-27b,,,,,J-34b,J-27b,,,,,I-34b,I-27b,,,,,,,H-34b,H-27b,,,,,G-34b,G-27b,,,,,F-34b,F-27b,,,,,E-34b,E-27b,,,,,D-34b,D-27b,,,,,C-34b,C-27b,,,,,B-34b,B-27b,,,,,,,,AF-30,AF-23,,,AE-30,AE-23,,,AD-30,AD-23,,,AC-30,AC-23,,,AB-30,AB-23,,,,
,,,,,R-35a,R-26a,,,,,Q-35a,Q-26a,,,,,P-35a,P-26a,,,,,,,O-35a,O-26a,,,,,N-35a,N-26a,,,,,M-35a,M-26a,,,,,L-35a,L-26a,,,,,K-35a,K-26a,,,,,J-35a,J-26a,,,,,I-35a,I-26a,,,,,,,H-35a,H-26a,,,,,G-35a,G-26a,,,,,F-35a,F-26a,,,,,E-35a,E-26a,,,,,D-35a,D-26a,,,,,C-35a,C-26a,,,,,B-35a,B-26a,,,,,,,,AF-30,AF-23,,,AE-30,AE-23,,,AD-30,AD-23,,,AC-30,AC-23,,,AB-30,AB-23,,,,
,,,,,R-35b,R-26b,,,,,Q-35b,Q-26b,,,,,P-35b,P-26b,,,,,,,O-35b,O-26b,,,,,N-35b,N-26b,,,,,M-35b,M-26b,,,,,L-35b,L-26b,,,,,K-35b,K-26b,,,,,J-35b,J-26b,,,,,I-35b,I-26b,,,,,,,H-35b,H-26b,,,,,G-35b,G-26b,,,,,F-35b,F-26b,,,,,E-35b,E-26b,,,,,D-35b,D-26b,,,,,C-35b,C-26b,,,,,B-35b,B-26b,,,,,,,,AF-31,AF-22,,,AE-31,AE-22,,,AD-31,AD-22,,,AC-31,AC-22,,,AB-31,AB-22,,,,
,,,,,R-36a,R-25a,,,,,Q-36a,Q-25a,,,,,P-36a,P-25a,,,,,,,O-36a,O-25a,,,,,N-36a,N-25a,,,,,M-36a,M-25a,,,,,L-36a,L-25a,,,,,K-36a,K-25a,,,,,J-36a,J-25a,,,,,I-36a,I-25a,,,,,,,H-36a,H-25a,,,,,G-36a,G-25a,,,,,F-36a,F-25a,,,,,E-36a,E-25a,,,,,D-36a,D-25a,,,,,C-36a,C-25a,,,,,B-36a,B-25a,,,,,,,,AF-31,AF-22,,,AE-31,AE-22,,,AD-31,AD-22,,,AC-31,AC-22,,,AB-31,AB-22,,,,
,,,,,R-36b,R-25b,,,,,Q-36b,Q-25b,,,,,P-36b,P-25b,,,,,,,O-36b,O-25b,,,,,N-36b,N-25b,,,,,M-36b,M-25b,,,,,L-36b,L-25b,,,,,K-36b,K-25b,,,,,J-36b,J-25b,,,,,I-36b,I-25b,,,,,,,H-36b,H-25b,,,,,G-36b,G-25b,,,,,F-36b,F-25b,,,,,E-36b,E-25b,,,,,D-36b,D-25b,,,,,C-36b,C-25b,,,,,B-36b,B-25b,,,,,,,,AF-32,AF-21,,,AE-32,AE-21,,,AD-32,AD-21,,,AC-32,AC-21,,,AB-32,AB-21,,,,
,,,,R-37a,R-37b,R-24a,R-24b,,,Q-37a,Q-37b,Q-24a,Q-24b,,,P-37a,P-37b,P-24a,P-24b,,,,,O-37a,O-37b,O-24a,O-24b,,,N-37a,N-37b,N-24a,N-24b,,,M-37a,M-37b,M-24a,M-24b,,,L-37a,L-37b,L-24a,L-24b,,,K-37a,K-37b,K-24a,K-24b,,,J-37a,J-37b,J-24a,J-24b,,,I-37a,I-37b,I-24a,I-24b,,,,,H-37a,H-37b,H-24a,H-24b,,,G-37a,G-37b,G-24a,G-24b,,,F-37a,F-37b,F-24a,F-24b,,,E-37a,E-37b,E-24a,E-24b,,,D-37a,D-37b,D-24a,D-24b,,,C-37a,C-37b,C-24a,C-24b,,,B-37a,B-37b,B-24a,B-24b,,,,,,,AF-32,AF-21,,,AE-32,AE-21,,,AD-32,AD-21,,,AC-32,AC-21,,,AB-32,AB-21,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,R-38b,R-38a,R-23b,R-23a,,,Q-38b,Q-38a,Q-23b,Q-23a,,,P-38b,P-38a,P-23b,P-23a,,,,,O-38b,O-38a,O-23b,O-23a,,,N-38b,N-38a,N-23b,N-23a,,,M-38b,M-38a,M-23b,M-23a,,,L-38b,L-38a,L-23b,L-23a,,,K-38b,K-38a,K-23b,K-23a,,,J-38b,J-38a,J-23b,J-23a,,,I-38b,I-38a,I-23b,I-23a,,,,,H-38b,H-38a,H-23b,H-23a,,,G-38b,G-38a,G-23b,G-23a,,,F-38b,F-38a,F-23b,F-23a,,,E-38b,E-38a,E-23b,E-23a,,,D-38b,D-38a,D-23b,D-23a,,,C-38b,C-38a,C-23b,C-23a,,,B-38b,B-38a,B-23b,B-23a,,,,,,,AF-33,AF-20,,,AE-33,AE-20,,,AD-33,AD-20,,,AC-33,AC-20,,,AB-33,AB-20,,,,
,,,,,R-39a,R-22a,,,,,Q-39a,Q-22a,,,,,P-39a,P-22a,,,,,,,O-39a,O-22a,,,,,N-39a,N-22a,,,,,M-39a,M-22a,,,,,L-39a,L-22a,,,,,K-39a,K-22a,,,,,J-39a,J-22a,,,,,I-39a,I-22a,,,,,,,H-39a,H-22a,,,,,G-39a,G-22a,,,,,F-39a,F-22a,,,,,E-39a,E-22a,,,,,D-39a,D-22a,,,,,C-39a,C-22a,,,,,B-39a,B-22a,,,,,,,,AF-33,AF-20,,,AE-33,AE-20,,,AD-33,AD-20,,,AC-33,AC-20,,,AB-33,AB-20,,,,
,,,,,R-39b,R-22b,,,,,Q-39b,Q-22b,,,,,P-39b,P-22b,,,,,,,O-39b,O-22b,,,,,N-39b,N-22b,,,,,M-39b,M-22b,,,,,L-39b,L-22b,,,,,K-39b,K-22b,,,,,J-39b,J-22b,,,,,I-39b,I-22b,,,,,,,H-39b,H-22b,,,,,G-39b,G-22b,,,,,F-39b,F-22b,,,,,E-39b,E-22b,,,,,D-39b,D-22b,,,,,C-39b,C-22b,,,,,B-39b,B-22b,,,,,,,,AF-34,AF-19,,,AE-34,AE-19,,,AD-34,AD-19,,,AC-34,AC-19,,,AB-34,AB-19,,,,
,,,,,R-40a,R-21a,,,,,Q-40a,Q-21a,,,,,P-40a,P-21a,,,,,,,O-40a,O-21a,,,,,N-40a,N-21a,,,,,M-40a,M-21a,,,,,L-40a,L-21a,,,,,K-40a,K-21a,,,,,J-40a,J-21a,,,,,I-40a,I-21a,,,,,,,H-40a,H-21a,,,,,G-40a,G-21a,,,,,F-40a,F-21a,,,,,E-40a,E-21a,,,,,D-40a,D-21a,,,,,C-40a,C-21a,,,,,B-40a,B-21a,,,,,,,,AF-34,AF-19,,,AE-34,AE-19,,,AD-34,AD-19,,,AC-34,AC-19,,,AB-34,AB-19,,,,
,,,,,R-40b,R-21b,,,,,Q-40b,Q-21b,,,,,P-40b,P-21b,,,,,,,O-40b,O-21b,,,,,N-40b,N-21b,,,,,M-40b,M-21b,,,,,L-40b,L-21b,,,,,K-40b,K-21b,,,,,J-40b,J-21b,,,,,I-40b,I-21b,,,,,,,H-40b,H-21b,,,,,G-40b,G-21b,,,,,F-40b,F-21b,,,,,E-40b,E-21b,,,,,D-40b,D-21b,,,,,C-40b,C-21b,,,,,B-40b,B-21b,,,,,,,,AF-35,AF-18,,,AE-35,AE-18,,,AD-35,AD-18,,,AC-35,AC-18,,,AB-35,AB-18,,,,
,,,,,R-41a,R-20a,,,,,Q-41a,Q-20a,,,,,P-41a,P-20a,,,,,,,O-41a,O-20a,,,,,N-41a,N-20a,,,,,M-41a,M-20a,,,,,L-41a,L-20a,,,,,K-41a,K-20a,,,,,J-41a,J-20a,,,,,I-41a,I-20a,,,,,,,H-41a,H-20a,,,,,G-41a,G-20a,,,,,F-41a,F-20a,,,,,E-41a,E-20a,,,,,D-41a,D-20a,,,,,C-41a,C-20a,,,,,B-41a,B-20a,,,,,,,,AF-35,AF-18,,,AE-35,AE-18,,,AD-35,AD-18,,,AC-35,AC-18,,,AB-35,AB-18,,,,
,,,,,R-41b,R-20b,,,,,Q-41b,Q-20b,,,,,P-41b,P-20b,,,,,,,O-41b,O-20b,,,,,N-41b,N-20b,,,,,M-41b,M-20b,,,,,L-41b,L-20b,,,,,K-41b,K-20b,,,,,J-41b,J-20b,,,,,I-41b,I-20b,,,,,,,H-41b,H-20b,,,,,G-41b,G-20b,,,,,F-41b,F-20b,,,,,E-41b,E-20b,,,,,D-41b,D-20b,,,,,C-41b,C-20b,,,,,B-41b,B-20b,,,,,,,,AF-36,AF-17,,,AE-36,AE-17,,,AD-36,AD-17,,,AC-36,AC-17,,,AB-36,AB-17,,,,
,,,,,R-42a,R-19a,,,,,Q-42a,Q-19a,,,,,P-42a,P-19a,,,,,,,O-42a,O-19a,,,,,N-42a,N-19a,,,,,M-42a,M-19a,,,,,L-42a,L-19a,,,,,K-42a,K-19a,,,,,J-42a,J-19a,,,,,I-42a,I-19a,,,,,,,H-42a,H-19a,,,,,G-42a,G-19a,,,,,F-42a,F-19a,,,,,E-42a,E-19a,,,,,D-42a,D-19a,,,,,C-42a,C-19a,,,,,B-42a,B-19a,,,,,,,,AF-36,AF-17,,,AE-36,AE-17,,,AD-36,AD-17,,,AC-36,AC-17,,,AB-36,AB-17,,,,
,,,,,R-42b,R-19b,,,,,Q-42b,Q-19b,,,,,P-42b,P-19b,,,,,,,O-42b,O-19b,,,,,N-42b,N-19b,,,,,M-42b,M-19b,,,,,L-42b,L-19b,,,,,K-42b,K-19b,,,,,J-42b,J-19b,,,,,I-42b,I-19b,,,,,,,H-42b,H-19b,,,,,G-42b,G-19b,,,,,F-42b,F-19b,,,,,E-42b,E-19b,,,,,D-42b,D-19b,,,,,C-42b,C-19b,,,,,B-42b,B-19b,,,,,,,,AF-37,AF-16,,,AE-37,AE-16,,,AD-37,AD-16,,,AC-37,AC-16,,,AB-37,AB-16,,,,
,,,,,R-43a,R-18a,,,,,Q-43a,Q-18a,,,,,P-43a,P-18a,,,,,,,O-43a,O-18a,,,,,N-43a,N-18a,,,,,M-43a,M-18a,,,,,L-43a,L-18a,,,,,K-43a,K-18a,,,,,J-43a,J-18a,,,,,I-43a,I-18a,,,,,,,H-43a,H-18a,,,,,G-43a,G-18a,,,,,F-43a,F-18a,,,,,E-43a,E-18a,,,,,D-43a,D-18a,,,,,C-43a,C-18a,,,,,B-43a,B-18a,,,,,,,,AF-37,AF-16,,,AE-37,AE-16,,,AD-37,AD-16,,,AC-37,AC-16,,,AB-37,AB-16,,,,
,,,,,R-43b,R-18b,,,,,Q-43b,Q-18b,,,,,P-43b,P-18b,,,,,,,O-43b,O-18b,,,,,N-43b,N-18b,,,,,M-43b,M-18b,,,,,L-43b,L-18b,,,,,K-43b,K-18b,,,,,J-43b,J-18b,,,,,I-43b,I-18b,,,,,,,H-43b,H-18b,,,,,G-43b,G-18b,,,,,F-43b,F-18b,,,,,E-43b,E-18b,,,,,D-43b,D-18b,,,,,C-43b,C-18b,,,,,B-43b,B-18b,,,,,,,,AF-38,AF-15,,,AE-38,AE-15,,,AD-38,AD-15,,,AC-38,AC-15,,,AB-38,AB-15,,,,
,,,,,R-44a,R-17a,,,,,Q-44a,Q-17a,,,,,P-44a,P-17a,,,,,,,O-44a,O-17a,,,,,N-44a,N-17a,,,,,M-44a,M-17a,,,,,L-44a,L-17a,,,,,K-44a,K-17a,,,,,J-44a,J-17a,,,,,I-44a,I-17a,,,,,,,H-44a,H-17a,,,,,G-44a,G-17a,,,,,F-44a,F-17a,,,,,E-44a,E-17a,,,,,D-44a,D-17a,,,,,C-44a,C-17a,,,,,B-44a,B-17a,,,,,,,,AF-38,AF-15,,,AE-38,AE-15,,,AD-38,AD-15,,,AC-38,AC-15,,,AB-38,AB-15,,,,
,,,,,R-44b,R-17b,,,,,Q-44b,Q-17b,,,,,P-44b,P-17b,,,,,,,O-44b,O-17b,,,,,N-44b,N-17b,,,,,M-44b,M-17b,,,,,L-44b,L-17b,,,,,K-44b,K-17b,,,,,J-44b,J-17b,,,,,I-44b,I-17b,,,,,,,H-44b,H-17b,,,,,G-44b,G-17b,,,,,F-44b,F-17b,,,,,E-44b,E-17b,,,,,D-44b,D-17b,,,,,C-44b,C-17b,,,,,B-44b,B-17b,,,,,,,,AF-39,AF-14,,,AE-39,AE-14,,,AD-39,AD-14,,,AC-39,AC-14,,,AB-39,AB-14,,,,
,,,,R-45a,R-45b,R-16a,R-16b,,,Q-45a,Q-45b,Q-16a,Q-16b,,,P-45a,P-45b,P-16a,P-16b,,,,,O-45a,O-45b,O-16a,O-16b,,,N-45a,N-45b,N-16a,N-16b,,,M-45a,M-45b,M-16a,M-16b,,,L-45a,L-45b,L-16a,L-16b,,,K-45a,K-45b,K-16a,K-16b,,,J-45a,J-45b,J-16a,J-16b,,,I-45a,I-45b,I-16a,I-16b,,,,,H-45a,H-45b,H-16a,H-16b,,,G-45a,G-45b,G-16a,G-16b,,,F-45a,F-45b,F-16a,F-16b,,,E-45a,E-45b,E-16a,E-16b,,,D-45a,D-45b,D-16a,D-16b,,,C-45a,C-45b,C-16a,C-16b,,,B-45a,B-45b,B-16a,B-16b,,,,,,,AF-39,AF-14,,,AE-39,AE-14,,,AD-39,AD-14,,,AC-39,AC-14,,,AB-39,AB-14,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENTRANCE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,R-46b,R-46a,R-15b,R-15a,,,Q-46b,Q-46a,Q-15b,Q-15a,,,P-46b,P-46a,P-15b,P-15a,,,,,O-46b,O-46a,O-15b,O-15a,,,N-46b,N-46a,N-15b,N-15a,,,M-46b,M-46a,M-15b,M-15a,,,L-46b,L-46a,L-15b,L-15a,,,K-46b,K-46a,K-15b,K-15a,,,J-46b,J-46a,J-15b,J-15a,,,I-46b,I-46a,I-15b,I-15a,,,,,H-46b,H-46a,H-15b,H-15a,,,G-46b,G-46a,G-15b,G-15a,,,F-46b,F-46a,F-15b,F-15a,,,E-46b,E-46a,E-15b,E-15a,,,D-46b,D-46a,D-15b,D-15a,,,C-46b,C-46a,C-15b,C-15a,,,B-46b,B-46a,B-15b,B-15a,,,,,,,AF-40,AF-13,,,AE-40,AE-13,,,AD-40,AD-13,,,AC-40,AC-13,,,AB-40,AB-13,,,,
,,,,,R-47a,R-14a,,,,,Q-47a,Q-14a,,,,,P-47a,P-14a,,,,,,,O-47a,O-14a,,,,,N-47a,N-14a,,,,,M-47a,M-14a,,,,,L-47a,L-14a,,,,,K-47a,K-14a,,,,,J-47a,J-14a,,,,,I-47a,I-14a,,,,,,,H-47a,H-14a,,,,,G-47a,G-14a,,,,,F-47a,F-14a,,,,,E-47a,E-14a,,,,,D-47a,D-14a,,,,,C-47a,C-14a,,,,,B-47a,B-14a,,,,,,,,AF-40,AF-13,,,AE-40,AE-13,,,AD-40,AD-13,,,AC-40,AC-13,,,AB-40,AB-13,,,,
,,,,,R-47b,R-14b,,,,,Q-47b,Q-14b,,,,,P-47b,P-14b,,,,,,,O-47b,O-14b,,,,,N-47b,N-14b,,,,,M-47b,M-14b,,,,,L-47b,L-14b,,,,,K-47b,K-14b,,,,,J-47b,J-14b,,,,,I-47b,I-14b,,,,,,,H-47b,H-14b,,,,,G-47b,G-14b,,,,,F-47b,F-14b,,,,,E-47b,E-14b,,,,,D-47b,D-14b,,,,,C-47b,C-14b,,,,,B-47b,B-14b,,,,,,,,AF-41,AF-12,,,AE-41,AE-12,,,AD-41,AD-12,,,AC-41,AC-12,,,AB-41,AB-12,,,,
,,,,,R-48a,R-13a,,,,,Q-48a,Q-13a,,,,,P-48a,P-13a,,,,,,,O-48a,O-13a,,,,,N-48a,N-13a,,,,,M-48a,M-13a,,,,,L-48a,L-13a,,,,,K-48a,K-13a,,,,,J-48a,J-13a,,,,,I-48a,I-13a,,,,,,,H-48a,H-13a,,,,,G-48a,G-13a,,,,,F-48a,F-13a,,,,,E-48a,E-13a,,,,,D-48a,D-13a,,,,,C-48a,C-13a,,,,,B-48a,B-13a,,,,,,,,AF-41,AF-12,,,AE-41,AE-12,,,AD-41,AD-12,,,AC-41,AC-12,,,AB-41,AB-12,,,,
,,,,,R-48b,R-13b,,,,,Q-48b,Q-13b,,,,,P-48b,P-13b,,,,,,,O-48b,O-13b,,,,,N-48b,N-13b,,,,,M-48b,M-13b,,,,,L-48b,L-13b,,,,,K-48b,K-13b,,,,,J-48b,J-13b,,,,,I-48b,I-13b,,,,,,,H-48b,H-13b,,,,,G-48b,G-13b,,,,,F-48b,F-13b,,,,,E-48b,E-13b,,,,,D-48b,D-13b,,,,,C-48b,C-13b,,,,,B-48b,B-13b,,,,,,,,AF-42,AF-11,,,AE-42,AE-11,,,AD-42,AD-11,,,AC-42,AC-11,,,AB-42,AB-11,,,,
,,,,,R-49a,R-12a,,,,,Q-49a,Q-12a,,,,,P-49a,P-12a,,,,,,,O-49a,O-12a,,,,,N-49a,N-12a,,,,,M-49a,M-12a,,,,,L-49a,L-12a,,,,,K-49a,K-12a,,,,,J-49a,J-12a,,,,,I-49a,I-12a,,,,,,,H-49a,H-12a,,,,,G-49a,G-12a,,,,,F-49a,F-12a,,,,,E-49a,E-12a,,,,,D-49a,D-12a,,,,,C-49a,C-12a,,,,,B-49a,B-12a,,,,,,,,AF-42,AF-11,,,AE-42,AE-11,,,AD-42,AD-11,,,AC-42,AC-11,,,AB-42,AB-11,,,,
,,,,,R-49b,R-12b,,,,,Q-49b,Q-12b,,,,,P-49b,P-12b,,,,,,,O-49b,O-12b,,,,,N-49b,N-12b,,,,,M-49b,M-12b,,,,,L-49b,L-12b,,,,,K-49b,K-12b,,,,,J-49b,J-12b,,,,,I-49b,I-12b,,,,,,,H-49b,H-12b,,,,,G-49b,G-12b,,,,,F-49b,F-12b,,,,,E-49b,E-12b,,,,,D-49b,D-12b,,,,,C-49b,C-12b,,,,,B-49b,B-12b,,,,,,,,AF-43,AF-10,,,AE-43,AE-10,,,AD-43,AD-10,,,AC-43,AC-10,,,AB-43,AB-10,,,,
,,,,,R-50a,R-11a,,,,,Q-50a,Q-11a,,,,,P-50a,P-11a,,,,,,,O-50a,O-11a,,,,,N-50a,N-11a,,,,,M-50a,M-11a,,,,,L-50a,L-11a,,,,,K-50a,K-11a,,,,,J-50a,J-11a,,,,,I-50a,I-11a,,,,,,,H-50a,H-11a,,,,,G-50a,G-11a,,,,,F-50a,F-11a,,,,,E-50a,E-11a,,,,,D-50a,D-11a,,,,,C-50a,C-11a,,,,,B-50a,B-11a,,,,,,,,AF-43,AF-10,,,AE-43,AE-10,,,AD-43,AD-10,,,AC-43,AC-10,,,AB-43,AB-10,,,,
,,,,,R-50b,R-11b,,,,,Q-50b,Q-11b,,,,,P-50b,P-11b,,,,,,,O-50b,O-11b,,,,,N-50b,N-11b,,,,,M-50b,M-11b,,,,,L-50b,L-11b,,,,,K-50b,K-11b,,,,,J-50b,J-11b,,,,,I-50b,I-11b,,,,,,,H-50b,H-11b,,,,,G-50b,G-11b,,,,,F-50b,F-11b,,,,,E-50b,E-11b,,,,,D-50b,D-11b,,,,,C-50b,C-11b,,,,,B-50b,B-11b,,,,,,,,AF-44,AF-09,,,AE-44,AE-09,,,AD-44,AD-09,,,AC-44,AC-09,,,AB-44,AB-09,,,,
